PATENTE;FECHA EMISION;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO PAGO;MODALIDAD PAGO;TIPO VEHICULO;CODIGO SII;CLASIFICACION;FONDO A TERCERO;COMUNA FONDO TERCERO
XU-5039-6;15-03-2023;2023;30885;CONTADO   ;PRESENCIAL;FURGON    ;CO052003804;NORMAL;No;
XU-5124-4;27-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050016304;NORMAL;No;
XU-7989-0;27-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD184011304;NORMAL;No;
XV-5014-5;22-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235008904;NORMAL;No;
XV-8700-6;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU079003304;NORMAL;No;
XX-5781-9;22-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT176018205;NORMAL;No;
XY-9258-9;16-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;STATION WA;SU176016204;NORMAL;No;
YA-3117-1;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB050005204;NORMAL;No;
YA-3500-2;28-06-2023;2023;32695;CONTADO   ;PRESENCIAL;FURGON    ;CO197001205;NORMAL;No;
YA-3742-0;17-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235008905;NORMAL;No;
YA-5040-0;20-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT166003204;NORMAL;No;
YA-8040-7;28-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD160012405;NORMAL;No;
YA-8426-7;31-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB197008004;NORMAL;No;
YE-3592-3;10-10-2023;2023;193021;CONTADO   ;PRESENCIAL;CHASIS CAB; ;NORMAL;No;
YE-3765-9;05-04-2023;2023;31348;CONTADO   ;PRESENCIAL;FURGON    ;VN132001605;NORMAL;No;
YE-6551-2;11-01-2023;2022;29571;2ª Cuota  ;PAGO ONLINE;STATION WA;VN079005707;NORMAL;No;
YG-4425-5;18-12-2023;2023;36071;CONTADO   ;PRESENCIAL;JEEP      ;SU229017505;NORMAL;No;
YG-4425-5;30-11-2023;2022;19138;2ª Cuota  ;PRESENCIAL;JEEP      ;SU229017505;NORMAL;No;
YH-1321-4;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235008905;NORMAL;No;
YH-2762-2;14-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111002705;NORMAL;No;
YH-3066-6;05-10-2023;2023;64340;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
YH-3620-6;20-03-2023;2023;33077;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166003605;NORMAL;No;
YJ-5570-1;26-12-2023;2023;66970;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
YK-7046-2;07-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176017605;NORMAL;No;
YN-4801-6;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB050005505;NORMAL;No;
YN-5046-0;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD050017205;NORMAL;No;
YN-5810-0;28-04-2023;2023;31348;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB077011005;NORMAL;No;
YP-9931-4;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111002605;NORMAL;No;
YR-1539-5;20-04-2023;2023;31348;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166002805;NORMAL;No;
YR-1539-5;20-04-2023;2022;36530;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166002805;NORMAL;No;
YR-3150-1;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176020005;NORMAL;No;
YR-8474-5;20-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166003505;NORMAL;No;
YRV-010-0;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-020-0;12-07-2023;2023;33229;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-022-0;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-024-3;21-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-027-8;20-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-028-6;20-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-029-4;20-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-030-8;01-12-2023;2023;36071;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-030-8;01-12-2023;2022;41379;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-038-3;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-039-1;20-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-046-4;03-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-056-1;19-10-2023;2023;34742;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-061-8;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-064-2;27-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-068-5;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-069-3;21-08-2023;2023;33634;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-071-5;08-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-073-1;16-05-2023;2023;32130;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-074-K;10-10-2023;2023;34742;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-074-K;10-10-2023;2022;39981;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-076-6;05-09-2023;2023;34237;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-077-4;15-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-080-4;31-07-2023;2023;33229;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-081-2;20-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-083-9;23-11-2023;2023;35456;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-085-5;08-03-2023;2023;15442;1ª Cuota  ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-086-3;18-04-2023;2023;31348;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YRV-102-9;10-07-2023;2023;30885;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YS-5468-9;03-04-2023;2023;33384;CONTADO   ;PRESENCIAL;STATION WA;SU121002105;NORMAL;No;
YSC-012-8;18-04-2023;2023;31348;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YSC-053-5;30-06-2023;2023;32695;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
YX-3976-9;29-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;STATION WA;SU132004205;NORMAL;No;
YX-4095-3;11-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB243011705;NORMAL;No;
YX-5002-9;06-04-2023;2023;31348;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB184009006;NORMAL;No;
YX-5106-8;15-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176018805;NORMAL;No;
YX-5106-8;15-03-2023;2022;36071;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176018805;NORMAL;No;
YX-5916-6;22-03-2023;2023;30885;CONTADO   ;PRESENCIAL;JEEP      ;SU229017705;NORMAL;No;
YX-6888-2;10-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB235002305;NORMAL;No;
YY-2335-2;27-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235010105;NORMAL;No;
YZ-5003-6;21-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176015205;NORMAL;No;
ZA-5161-4;23-03-2023;2023;36793;CONTADO   ;PRESENCIAL;CAMIONETA ;CT064004906;NORMAL;No;
ZA-5169-K;30-05-2023;2023;62450;CONTADO   ;PAGO ONLINE;MINIBUS   ; ;NORMAL;No;
ZB-2641-K;21-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050023406;NORMAL;No;
ZH-8639-8;23-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD111009606;NORMAL;No;
ZK-6192-5;28-03-2023;2023;17747;1ª Cuota  ;PRESENCIAL;STATION WA;SU050005306;NORMAL;No;
ZK-6532-7;14-03-2023;2023;40980;CONTADO   ;PAGO ONLINE;STATION WA;VN111009206;NORMAL;No;
ZL-7750-6;04-04-2023;2023;31348;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD111010806;NORMAL;No;
ZN-3509-7;07-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176019206;NORMAL;No;
ZP-6421-0;23-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB184006306;NORMAL;No;
ZR-4490-7;27-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB235003206;NORMAL;No;
ZR-9366-5;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235016106;NORMAL;No;
ZS-1852-8;20-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD132009306;NORMAL;No;
ZS-2221-5;17-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB077011006;NORMAL;No;
ZS-3066-8;28-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT176020206;NORMAL;No;
ZS-8065-7;13-06-2023;2023;32695;CONTADO   ;PRESENCIAL;STATION WA;SU235004606;NORMAL;No;
ZT-1548-5;20-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU059009106;NORMAL;No;
ZT-5686-6;29-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050021906;NORMAL;No;
ZT-5747-1;30-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT050021806;NORMAL;No;
ZT-6006-5;24-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176019706;NORMAL;No;
ZT-6331-5;08-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD176020806;NORMAL;No;
ZT-6767-1;23-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176019306;NORMAL;No;
ZT-6844-9;28-07-2023;2023;33229;CONTADO   ;PRESENCIAL;CAMIONETA ;CT077001106;NORMAL;No;
ZT-6921-6;27-04-2023;2023;34062;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235011106;NORMAL;No;
ZU-2441-1;15-03-2023;2023;45276;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT166004607;NORMAL;No;
ZU-2881-6;07-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229008607;NORMAL;No;
ZV-5526-3;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;CAMIONETA ;CT111002706;NORMAL;No;
ZV-6598-6;11-05-2023;2023;37407;CONTADO   ;PRESENCIAL;STATION WA;SU227019206;NORMAL;No;
ZV-6598-6;11-05-2023;2022;54900;CONTADO   ;PRESENCIAL;STATION WA;SU227019206;NORMAL;No;
ZV-6598-6;11-05-2023;2021;72996;CONTADO   ;PRESENCIAL;STATION WA;SU227019206;NORMAL;No;
ZV-6598-6;11-05-2023;2020;45789;2ª Cuota  ;PRESENCIAL;STATION WA;SU227019206;NORMAL;No;
ZW-1752-2;15-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB052011607;NORMAL;No;
ZW-4667-0;10-04-2023;2023;39691;CONTADO   ;PAGO ONLINE;STATION WA;SU229019607;NORMAL;No;
ZX-1624-6;31-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD077004806;NORMAL;No;
ZX-1629-7;31-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD235017406;NORMAL;No;
ZX-2123-1;07-08-2023;2023;33634;CONTADO   ;PAGO ONLINE;FURGON    ;VN166002306;NORMAL;No;
ZX-2204-1;10-11-2023;2023;37510;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235010106;NORMAL;No;
ZX-3361-2;27-03-2023;2023;42150;CONTADO   ;PAGO ONLINE;STATION WA;SU111005706;NORMAL;No;
ZX-3998-K;29-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;STATION WA;SU059009706;NORMAL;No;
